ZCTA5,lon,lat
94132,-122.4768,37.72058
94133,-122.41037,37.800187
94134,-122.41074,37.719117
94158,-122.39361,37.772172
94301,-122.15102,37.444618
94303,-122.13214,37.454767
94304,-122.17921,37.429943
94305,-122.16331,37.422912
94306,-122.12961,37.417797
94401,-122.32179,37.572202
94402,-122.32697,37.550467
94403,-122.29976,37.539539
94404,-122.26645,37.553307
94501,-122.26016,37.768633
94502,-122.24422,37.737498
94503,-122.25313,38.166915
94505,-121.60955,37.90468
94506,-121.91295,37.805202
94507,-122.01641,37.855617
94508,-122.44597,38.573567
94509,-121.81463,37.995858
94510,-122.16212,38.068971
94511,-121.63233,38.024397
94512,-121.84433,38.130437
94513,-121.71277,37.936481
94514,-121.63412,37.867407
94515,-122.58842,38.585014
94516,-122.16176,37.830694
94517,-121.92242,37.934745
94518,-122.02727,37.950914
94519,-122.01326,37.983625
94520,-122.03994,37.97504
94521,-121.97605,37.956948
94523,-122.07387,37.953379
94525,-122.21915,38.052275
94526,-121.98277,37.812379
94528,-121.95768,37.838876
94530,-122.30415,37.917048
94531,-121.77639,37.968552
94533,-122.02779,38.268681
94534,-122.10456,38.24067
94535,-121.94,38.278291
94536,-122.00043,37.56082
94538,-121.972,37.533592
94539,-121.92803,37.514819
94541,-122.09121,37.673853
94542,-122.04744,37.657346
94544,-122.06866,37.637822
94545,-122.09964,37.631824
94546,-122.0796,37.701202
94547,-122.26505,38.008457
94548,-121.66202,37.973675
94549,-122.11252,37.896079
94550,-121.76018,37.671219
94551,-121.76219,37.700917
94552,-122.03685,37.70681
94553,-122.10607,37.994181
94555,-122.04841,37.57255
94556,-122.12611,37.84216
94558,-122.30356,38.323982
94559,-122.284,38.289803
94560,-122.03268,37.535756
94561,-121.7117,37.989651
94563,-122.17483,37.879444
94564,-122.28997,37.996951
94565,-121.91453,38.016695
94566,-121.87204,37.661753
94567,-122.41085,38.678187
94568,-121.90262,37.714396
94569,-122.1854,38.046217
94571,-121.70463,38.17001
94572,-122.25921,38.028632
94573,-122.421,38.456651
94574,-122.46374,38.509007
94575,-122.11022,37.840915
94576,-122.47556,38.548931
94577,-122.16074,37.721335
94578,-122.1252,37.702651
94579,-122.15303,37.688043
94580,-122.13045,37.679243
94582,-121.91632,37.766575
94583,-121.95847,37.752431
94585,-122.0069,38.247218
94586,-121.88961,37.601129
94587,-122.04841,37.590329
94588,-121.89262,37.686694
94589,-122.2471,38.142868
94590,-122.24789,38.104945
94591,-122.21027,38.104317
94592,-122.27516,38.094394
94595,-122.07171,37.875749
94596,-122.04719,37.892094
94597,-122.06689,37.921848
94598,-122.02694,37.918711
94599,-122.36188,38.40046
94601,-122.21787,37.780342
94602,-122.21106,37.801392
94603,-122.17228,37.740801
94605,-122.16506,37.764906
94606,-122.24329,37.795437
94607,-122.28221,37.805527
94608,-122.28253,37.836234
94609,-122.26447,37.835577
94610,-122.24493,37.812517
94611,-122.22738,37.828287
94612,-122.26867,37.807754
94613,-122.18162,37.780419
94618,-122.24266,37.843585
94619,-122.19108,37.788674
94621,-122.18654,37.759024
94702,-122.2859,37.865241
94703,-122.27567,37.862905
94704,-122.25958,37.866127
94705,-122.25061,37.857475
94706,-122.29663,37.889708
94707,-122.27845,37.896233
94708,-122.26341,37.894378
94709,-122.26579,37.878131
94710,-122.29586,37.868355
94720,-122.25267,37.868568
94801,-122.3629,37.940355
94803,-122.29194,37.969943
94804,-122.33672,37.926865
94805,-122.32525,37.941617
94806,-122.33854,37.973534
94901,-122.51427,37.972945
94903,-122.54484,38.013873
94904,-122.53607,37.950306
94920,-122.47471,37.890395
94922,-122.9542,38.341567
94923,-123.04042,38.334926
94924,-122.70199,37.907771
94925,-122.51512,37.922234
94928,-122.6939,38.344971
94929,-122.96384,38.252933
94930,-122.59469,37.98865
94931,-122.70544,38.32569
94933,-122.68793,38.01426
94937,-122.87295,38.104581
94938,-122.7033,38.016366
94939,-122.53316,37.938688
94940,-122.87132,38.157022
94941,-122.53395,37.8961
94945,-122.57037,38.114886
94946,-122.68763,38.05934
94947,-122.58319,38.096468
94949,-122.53596,38.06104
94950,-122.77582,38.039734
94951,-122.66537,38.30931
94952,-122.66653,38.240707
94954,-122.61922,38.252697
94956,-122.82362,38.073801
94957,-122.56188,37.962893
94960,-122.57189,37.985522
94963,-122.67035,38.013056
94964,-122.49008,37.940426
94965,-122.49999,37.861435
94970,-122.64746,37.904269
94971,-122.90447,38.247933
94972,-122.94815,38.292913
94973,-122.63987,38.007
95002,-121.97069,37.427545
95003,-121.89092,36.97784
95004,-121.64152,36.878565
95005,-122.08427,37.084312
95006,-122.13235,37.148098
95007,-122.10675,37.105953
95008,-121.95554,37.280312
95010,-121.95414,36.977154
95012,-121.74426,36.775267
95013,-121.73883,37.213779
95014,-122.03792,37.319134
95017,-122.22184,37.060426
95018,-122.06754,37.060032
95019,-121.77828,36.935627
95020,-121.58245,37.016083
95023,-121.39035,36.846684
95030,-121.9819,37.230401
95032,-121.95818,37.24295
95033,-121.97987,37.145473
95035,-121.89535,37.435237
95037,-121.64701,37.129672
95039,-121.77653,36.827939
95041,-122.05796,37.050231
95043,-121.08594,36.58054
95045,-121.54495,36.850445
95046,-121.59929,37.090469
95050,-121.95481,37.347369
95051,-121.98515,37.346921
95053,-121.93832,37.347615
95054,-121.95365,37.396999
95060,-122.04169,36.979622
95062,-121.98904,36.972404
95064,-122.05923,36.995506
95065,-121.98411,37.003782
95066,-122.01677,37.055774
95070,-122.02017,37.272519
95073,-121.95006,37.002476
95075,-121.30562,36.785963
95076,-121.76223,36.9217
95110,-121.89072,37.329413
95111,-121.82606,37.28261
95112,-121.88211,37.34165
95113,-121.88792,37.333446
95116,-121.85138,37.350735
95117,-121.96295,37.30826
95118,-121.89055,37.255422
95119,-121.79157,37.230921
95120,-121.86211,37.216431
95121,-121.81201,37.306074
95122,-121.83536,37.328881
95123,-121.83191,37.245022
95124,-121.92171,37.256633
95125,-121.89297,37.296
95126,-121.91717,37.323353
95127,-121.82162,37.366112
95128,-121.93598,37.31483
95129,-122.00029,37.307244
95130,-121.98086,37.28853
95131,-121.884,37.386578
95132,-121.86087,37.404039
95133,-121.85719,37.373158
95134,-121.94164,37.409156
95135,-121.76123,37.300774
95136,-121.84952,37.270419
95138,-121.77398,37.261419
95139,-121.76711,37.225708
95140,-121.64714,37.361038
95148,-121.7913,37.329196
95202,-121.28946,37.960417
95203,-121.31092,37.956151
95204,-121.31731,37.973933
95205,-121.26106,37.963196
95206,-121.2918,37.921289
95207,-121.32181,38.002131
95209,-121.34482,38.039072
95210,-121.29603,38.022084
95211,-121.31177,37.98037
95212,-121.26489,38.027707
95215,-121.21195,37.96293
95219,-121.36544,38.010111
95220,-121.2261,38.197675
95221,-120.55323,38.075768
95222,-120.56386,38.072733
95223,-120.32928,38.260776
95224,-120.36512,38.208876
95225,-120.8888,38.199013
95226,-120.85634,38.222193
95227,-121.06215,38.20613
95228,-120.62486,37.932726
95230,-120.94482,37.93736
95231,-121.28454,37.877854
95232,-120.58367,38.353836
95233,-120.36844,38.187428
95234,-121.52371,37.933368
95236,-121.07613,38.018934
95237,-121.1491,38.158183
95240,-121.26158,38.122036
95242,-121.30831,38.126703
95245,-120.62381,38.301009
95246,-120.52382,38.23634
95247,-120.44406,38.145897
95248,-120.48648,38.332572
95249,-120.65771,38.194438
95250,-120.43617,38.238763
95251,-120.46271,38.096028
95252,-120.85927,38.14941
95254,-120.96178,38.194369
95255,-120.52166,38.400421
95257,-120.49296,38.37668
95258,-121.30987,38.157054
95301,-120.59801,37.350128
95303,-120.68848,37.45415
95304,-121.38119,37.72633
95305,-120.26379,37.818872
95306,-120.09412,37.429111
95307,-120.95192,37.590318
95310,-120.40255,38.042106
95311,-120.19931,37.729524
95312,-120.66178,37.420596
95313,-121.03871,37.434862
95315,-120.77998,37.425474
95316,-120.79151,37.534231
95317,-120.48817,37.13076
95318,-119.80016,37.672998
95319,-120.90221,37.637779
95320,-120.99706,37.801715
95321,-120.18082,37.845009
95322,-121.00804,37.213842
95323,-120.73676,37.618754
95324,-120.85809,37.40549
95325,-120.2412,37.496735
95326,-120.86379,37.596308
95327,-120.46904,37.921514
95328,-120.91034,37.558186
95329,-120.36554,37.668746
95330,-121.28941,37.821429
95333,-120.26556,37.239755
95334,-120.72141,37.380736
95335,-120.10567,38.114506
95336,-121.21768,37.812765
95337,-121.23139,37.784434
95338,-119.90958,37.480713
95340,-120.45934,37.316639
95341,-120.47985,37.284862
95345,-119.95357,37.565914
95346,-120.1822,38.063658
95348,-120.49715,37.328558
95350,-121.0094,37.673346
95351,-120.99859,37.62163
95354,-120.96534,37.642219
95355,-120.94959,37.672454
95356,-121.0236,37.698485
95357,-120.91451,37.6582
95358,-121.03022,37.618187
95360,-121.02248,37.317499
95361,-120.8463,37.770528
95363,-121.14391,37.474082
95364,-119.94384,38.198817
95365,-120.32072,37.291783
95366,-121.12999,37.744429
95367,-120.94281,37.726796
95368,-121.08715,37.708595
95369,-120.46687,37.519593
95370,-120.33841,37.995023
95372,-120.26198,37.993798
95374,-120.87146,37.325539
95375,-120.01504,38.194676
95376,-121.43439,37.738889
95377,-121.45285,37.723047
95379,-120.238,37.971133
95380,-120.8515,37.490737
95382,-120.85112,37.523489
95383,-120.22537,38.042076
95385,-121.26474,37.621498
95386,-120.75792,37.643229
95387,-121.21915,37.548869
95388,-120.61398,37.391444
95389,-119.59465,37.715907
95391,-121.54729,37.774469
95401,-122.74989,38.442977
95403,-122.74932,38.477565
95404,-122.69636,38.447237
95405,-122.67185,38.438855
95407,-122.73199,38.412248
95409,-122.64626,38.462333
95410,-123.72267,39.214783
95412,-123.35546,38.705213
95415,-123.38465,39.024626
95417,-123.61025,39.683803
95419,-122.95933,38.424434
95420,-123.80335,39.366065
95421,-123.13068,38.530703
95422,-122.63401,38.954698
95423,-122.64971,39.033797
95424,-122.6642,38.971481
95425,-123.01981,38.800432
95426,-122.7228,38.834146
95427,-123.58751,39.262
95428,-123.24231,39.806379
95429,-123.33035,39.726495
95430,-123.04719,38.461425
95431,-122.51819,38.347418
95432,-123.67252,39.134952
95435,-122.87416,39.003639
95436,-122.90449,38.488646
95437,-123.7884,39.43649
95439,-122.77611,38.491017
95441,-122.89868,38.706752
95442,-122.52336,38.364049
95443,-122.73439,39.030582
95444,-122.86743,38.433958
95445,-123.55175,38.801462
95446,-122.99724,38.50504
95448,-122.86556,38.619404
95449,-123.10325,38.970639
95450,-123.1915,38.498966
95451,-122.78568,38.965073
95452,-122.55488,38.414654
95453,-122.91435,39.055485
95454,-123.50123,39.712138
95456,-123.74662,39.261291
95457,-122.60112,38.899258
95458,-122.78832,39.084378
95459,-123.67073,38.979804
95460,-123.78236,39.315267
95461,-122.64336,38.777962
95462,-123.01511,38.46841
95463,-123.58048,39.188892
95464,-122.85163,39.126502
95465,-122.97716,38.404196
95466,-123.48729,39.098655
95467,-122.55445,38.805383
95468,-123.66554,38.910334
95469,-123.10248,39.328424
95470,-123.20842,39.275355
95471,-122.97667,38.524593
95472,-122.84078,38.394415
95476,-122.47523,38.297695
95480,-123.39908,38.655239
95481,-123.16296,39.131141
95482,-123.20298,39.150963
95485,-122.91462,39.166655
95486,-123.02446,38.47394
95488,-123.75696,39.657964
95490,-123.36018,39.420082
95492,-122.80859,38.545188
95493,-122.96611,39.185367
95494,-123.31259,38.926477
95497,-123.4636,38.721117
95501,-124.15766,40.792512
95502,-124.08053,40.814595
95503,-124.16107,40.761317
95511,-123.62586,40.162313
95514,-123.67885,40.305845
95519,-124.09279,40.946362
95521,-124.083,40.876867
95524,-124.05844,40.828309
95525,-123.96617,40.890562
95526,-123.66881,40.470329
95527,-123.49644,40.844786
95528,-123.98125,40.50677
95531,-124.17674,41.791667
95536,-124.24832,40.574695
95537,-124.21701,40.725226
95540,-124.14183,40.583363
95542,-123.80342,40.091041
95543,-123.95453,41.851845
95545,-124.08282,40.258524
95546,-123.69051,41.085799
95547,-124.09005,40.549057
95548,-124.03397,41.541889
95549,-124.00537,40.766138
95550,-123.89836,40.823407
95551,-124.22027,40.652584
95552,-123.44065,40.372884
95553,-123.85206,40.229238
95554,-123.83384,40.284566
95555,-124.06317,41.290343
95556,-123.54425,41.30754
95558,-124.25937,40.305236
95559,-123.77681,40.205486
95560,-123.83058,40.128308
95562,-124.10549,40.499807
95563,-123.56473,40.894788
95564,-124.19412,40.803897
95565,-124.0845,40.474513
95567,-124.16803,41.937608
95568,-123.49023,41.448803
95569,-123.93396,40.386053
95570,-124.12466,41.066825
95571,-123.92162,40.323455
95573,-123.63137,40.946836
95585,-123.6907,39.852165
95587,-123.77899,39.964352
95589,-124.00167,40.061245
95595,-123.45375,40.159888
95601,-120.8267,38.421653
95602,-121.08816,38.987491
95603,-121.08073,38.911717
95604,-120.07112,39.2402
95605,-121.5269,38.592797
95606,-122.17002,38.766796
95607,-122.11251,38.759138
95608,-121.33047,38.629521
95610,-121.27152,38.69339
95612,-121.5563,38.399888
95613,-120.88541,38.797157
95614,-120.97716,38.898004
95615,-121.55605,38.318673
95616,-121.76054,38.554152
95618,-121.71223,38.551782
95619,-120.81785,38.685937
95620,-121.82912,38.44681
95621,-121.30828,38.695607
95623,-120.85185,38.637167
95624,-121.36437,38.424584
95625,-121.91018,38.35321
95626,-121.43822,38.719576
95627,-122.02309,38.694863
95628,-121.26127,38.655431
95629,-120.71329,38.511672
95630,-121.14695,38.673961
95631,-120.8668,39.001734
95632,-121.29808,38.267022
95633,-120.84874,38.840659
95634,-120.81208,38.915908
95635,-120.90387,38.913035
95636,-120.53373,38.634448
95637,-122.2064,38.833076
95638,-121.18611,38.306556
95639,-121.51558,38.369922
95640,-120.94644,38.341062
95641,-121.60353,38.151966
95642,-120.75396,38.358482
95645,-121.72571,38.828173
95646,-120.07035,38.692368
95648,-121.29191,38.88179
95650,-121.17343,38.816355
95651,-120.91821,38.80399
95652,-121.38664,38.670843
95653,-121.97131,38.680618
95655,-121.2805,38.546762
95658,-121.14681,38.875591
95659,-121.56672,38.886244
95660,-121.374,38.679453
95661,-121.25047,38.73857
95662,-121.22424,38.682755
95663,-121.17701,38.85293
95664,-121.02797,38.822257
95665,-120.65277,38.403069
95666,-120.5493,38.452215
95667,-120.8024,38.724531
95668,-121.49163,38.819481
95669,-120.87509,38.474981
95670,-121.2866,38.599936
95672,-120.99219,38.711186
95673,-121.44647,38.689506
95674,-121.50393,38.958095
95675,-120.74331,38.545619
95676,-121.71122,38.88156
95677,-121.23767,38.788079
95678,-121.28965,38.761368
95679,-122.27502,38.886011
95680,-121.5745,38.238747
95681,-121.3617,38.989709
95682,-120.975,38.66753
95683,-121.09124,38.500563
95684,-120.66991,38.602112
95685,-120.7763,38.404215
95686,-121.43441,38.225188
95687,-121.96045,38.341306
95688,-121.98625,38.380032
95689,-120.60838,38.480097
95690,-121.54964,38.242283
95691,-121.54721,38.555718
95692,-121.41585,39.022668
95693,-121.22163,38.403379
95694,-121.97277,38.525022
95695,-121.79112,38.675633
95697,-121.80916,38.733108
95698,-121.903,38.816088
95699,-120.85209,38.438873
95701,-120.7975,39.210656
95703,-120.9979,38.995079
95709,-120.66948,38.74478
95713,-120.95974,39.077542
95714,-120.83254,39.202419
95715,-120.67687,39.286759
95717,-120.85723,39.165482
95720,-120.28857,38.777377
95721,-120.08657,38.818937
95722,-121.02859,39.003953
95724,-120.33875,39.311447
95726,-120.58713,38.744826
95728,-120.39405,39.312162
95735,-120.14273,38.798987
95736,-120.97866,39.038038
95742,-121.23177,38.549191
95746,-121.18937,38.741344
95747,-121.33961,38.771703
95757,-121.43922,38.389431
95758,-121.43642,38.424144
95762,-121.06648,38.683599
95765,-121.26748,38.814129
95776,-121.74636,38.666802
95811,-121.48633,38.578279
95814,-121.49367,38.580332
95815,-121.4441,38.613493
95816,-121.46859,38.572643
95817,-121.45789,38.549657
95818,-121.49374,38.555998
95819,-121.43979,38.569376
95820,-121.44619,38.534442
95821,-121.38538,38.623558
95822,-121.4931,38.508426
95823,-121.44282,38.476487
95824,-121.4418,38.517783
95825,-121.40676,38.589858
95826,-121.37236,38.553479
95827,-121.32965,38.565947
95828,-121.40092,38.480429
95829,-121.34428,38.465893
95830,-121.28262,38.475565
95831,-121.52997,38.495718
95832,-121.48618,38.476083
95833,-121.50086,38.616577
95834,-121.51523,38.638716
95835,-121.51578,38.670974
95836,-121.54983,38.707236
95837,-121.60876,38.701651
95838,-121.44633,38.641702
95841,-121.34333,38.662794
95842,-121.35219,38.686331
95843,-121.36479,38.716228
95864,-121.37747,38.587181
95901,-121.54675,39.16091
95903,-121.35149,39.103921
95910,-120.8429,39.46876
95912,-122.05655,39.003224
95913,-122.20318,39.630469
95914,-121.35973,39.416544
95915,-121.25779,39.981052
95916,-121.39458,39.636081
95917,-121.69701,39.412472
95918,-121.36097,39.278975
95919,-121.26656,39.446106
95920,-121.96528,39.458769
95922,-121.07209,39.445918
95923,-121.12206,40.188171
95925,-121.21388,39.477211
95926,-121.84809,39.74316
95928,-121.8134,39.727855
95930,-121.16371,39.545506
95932,-122.00991,39.208902
95934,-120.93113,40.088897
95935,-121.20996,39.379247
95936,-120.82982,39.565951
95937,-121.97951,38.888004
95938,-121.79169,39.644231
95939,-122.57473,39.623899
95941,-121.24209,39.520359
95942,-121.66591,39.889216
95943,-122.02779,39.58886
95944,-120.88919,39.539938
95945,-121.03719,39.209924
95946,-121.19687,39.22164
95947,-120.92035,40.144155
95948,-121.69418,39.358347
95949,-121.07496,39.124023
95950,-121.89789,39.066904
95951,-122.01101,39.741568
95953,-121.66893,39.268564
95954,-121.60063,39.830463
95955,-122.19898,39.283026
95956,-121.06736,39.935379
95957,-121.8879,39.124176
95959,-121.01617,39.275477
95960,-121.09724,39.367304
95961,-121.55699,39.070987
95962,-121.25796,39.347723
95963,-122.18828,39.748294
95965,-121.57973,39.533018
95966,-121.50607,39.489415
95968,-121.54694,39.434933
95969,-121.60367,39.758594
95970,-122.02329,39.41498
95971,-120.91717,39.938036
95972,-121.32446,39.438543
95973,-121.85906,39.777301
95974,-121.85013,39.472252
95975,-121.15343,39.226404
95977,-121.27795,39.194496
95978,-121.5307,39.903146
95979,-122.53728,39.333079
95981,-121.07393,39.598089
95982,-121.75342,39.163067
95983,-120.82893,40.073372
95984,-121.07269,40.023291
95986,-120.79667,39.35856
95987,-122.15625,39.150094
95988,-122.2004,39.525592
95991,-121.62155,39.124573
95993,-121.65478,39.129953
96001,-122.40589,40.559444
96002,-122.33592,40.548976
96003,-122.34871,40.618217
96006,-120.93756,41.193705
96007,-122.32706,40.458297
96008,-122.17251,40.673231
96009,-121.10533,41.110288
96010,-123.26162,40.808029
96011,-121.90791,41.020182
96013,-121.65663,40.892976
96014,-122.8048,41.334409
96015,-120.86414,41.448611
96016,-121.56158,40.93076
96017,-122.311,41.131065
96019,-122.3699,40.675975
96020,-121.22771,40.29649
96021,-122.20222,39.934084
96022,-122.30655,40.362726
96023,-121.92923,41.964626
96024,-122.9209,40.641839
96025,-122.27489,41.210244
96027,-122.90095,41.470229
96028,-121.47514,41.033083
96029,-122.46113,39.924186
96031,-123.22346,41.220436
96032,-122.8778,41.611786
96033,-122.63095,40.712235
96034,-122.55039,41.515373
96035,-122.16934,40.045588
96037,-122.92422,41.546987
96038,-122.53199,41.629445
96039,-123.38372,41.805524
96040,-121.49824,40.80786
96041,-123.1705,40.54041
96044,-122.52279,41.899783
96046,-123.46208,40.624609
96047,-122.59029,40.470674
96048,-123.06522,40.745454
96049,-123.37766,41.78036
96050,-122.89542,41.844661
96051,-122.37287,40.883048
96052,-122.81557,40.714572
96054,-121.16011,41.233786
96055,-122.09941,40.047789
96056,-121.33816,41.059908
96057,-122.12876,41.254543
96058,-121.96588,41.801401
96059,-121.84398,40.431839
96061,-121.38963,40.270212
96062,-122.16243,40.549596
96063,-121.60194,40.350961
96064,-122.46161,41.71611
96065,-121.90827,40.875955
96067,-122.32409,41.317764
96068,-121.19622,41.107076
96069,-122.00991,40.698195
96071,-121.45152,40.660067
96073,-122.23543,40.564938
96074,-122.58357,39.857146
96075,-121.84516,40.343044
96076,-122.9517,40.365464
96080,-122.2423,40.177719
96084,-121.93978,40.802237
96085,-123.03928,41.738871
96086,-123.2092,41.857318
96087,-122.49898,40.606701
96088,-121.87887,40.509427
96090,-122.12365,40.024073
96091,-122.72356,41.004305
96092,-122.03799,39.935628
96093,-122.93265,40.735503
96094,-122.38303,41.453155
96096,-121.91593,40.63013
96097,-122.63789,41.720765
96101,-120.55873,41.484678
96103,-120.63429,39.787817
96104,-120.1653,41.528671
96105,-120.118,39.795583
96106,-120.55897,39.741162
96107,-119.49301,38.547651
96108,-120.38375,41.730812
96109,-120.12036,40.086551
96110,-120.09737,41.31442
96111,-120.01488,39.460882
96112,-120.15084,41.859354
96113,-120.1581,40.140553
96114,-120.51141,40.292278
96115,-120.20088,41.654293
96116,-120.49071,41.257425
96117,-120.38488,40.411337
96118,-120.23991,39.662514
96119,-120.5338,41.012095
96120,-119.80016,38.765393
96121,-120.39242,40.17979
96122,-120.47191,39.812457
96123,-120.2754,40.801661
96124,-120.43825,39.655858
96125,-120.63108,39.571418
96126,-120.3706,39.579177
96128,-120.42977,40.354706
96129,-120.34949,39.80522
96130,-120.59787,40.410937
96132,-120.44035,40.881443
96133,-119.5075,38.638387
96134,-121.43807,41.928646
96135,-120.17149,39.801314
96136,-120.19313,40.32467
96137,-121.05557,40.287705
96140,-120.08945,39.219957
96141,-120.16078,39.087651
96142,-120.13155,39.05593
96143,-120.02443,39.240411
96145,-120.13714,39.1702
96146,-120.22445,39.196876
96148,-120.05644,39.246781
96150,-119.98651,38.914936
96155,-120.09032,38.782748
96161,-120.1778,39.338939
97635,-120.30246,41.967055
